zipcode,x,y
10029,1048944,193147
10029,983737,189486
10456,1000948,226583
10456,1006709,242261
10456,1048944,193147
10456,983737,189486
11412,1000948,226583
11412,1006709,242261
11412,1048944,193147
11412,983737,189486
11231,1000948,226583
11231,1006709,242261
11231,1048944,193147
11231,983737,189486
10029,998539,227320
10029,999350,180899
10029,1041154,191054
10029,1005537,197676
11225,998539,227320
11225,999350,180899
11225,1041154,191054
11225,1005537,197676
11433,998539,227320
11433,999350,180899
11433,1041154,191054
11433,1005537,197676
11237,998539,227320
11237,999350,180899
11237,1041154,191054
11237,1005537,197676
10029,1000846,226964
10029,1014174,241543
10029,1039722,196179
10459,1000846,226964
10459,1014174,241543
10459,1039722,196179
11432,1000846,226964
11432,1014174,241543
11432,1039722,196179
10029,998310,229617
10029,1025970,187042
10029,1010014,201316
10029,1040579,185805
10029,1010337,242159
11417,998310,229617
11417,1025970,187042
11417,1010014,201316
11417,1040579,185805
11417,1010337,242159
11378,998310,229617
11378,1025970,187042
11378,1010014,201316
11378,1040579,185805
11378,1010337,242159
11436,998310,229617
11436,1025970,187042
11436,1010014,201316
11436,1040579,185805
11436,1010337,242159
10456,998310,229617
10456,1025970,187042
10456,1010014,201316
10456,1040579,185805
10456,1010337,242159
10031,1000114,241161
11379,1017772,200296
11379,1041377,191179
11433,1017772,200296
11433,1041377,191179
10029,999898,229313
10029,938841,170107
10029,956221,153040
10029,1008148,249290
10029,1010211,238865
10303,999898,229313
10303,938841,170107
10303,956221,153040
10303,1008148,249290
10303,1010211,238865
10306,999898,229313
10306,938841,170107
10306,956221,153040
10306,1008148,249290
10306,1010211,238865
10453,999898,229313
10453,938841,170107
10453,956221,153040
10453,1008148,249290
10453,1010211,238865
10456,999898,229313
10456,938841,170107
10456,956221,153040
10456,1008148,249290
10456,1010211,238865
10029,1001623,228366
10029,1035983,205370
11367,1001623,228366
11367,1035983,205370
10310,951625,171358
10310,1011650,253597
10468,951625,171358
10468,1011650,253597
10029,999273,226607
10029,987388,210931
10029,1015891,243724
10001,999273,226607
10001,987388,210931
10001,1015891,243724
10460,999273,226607
10460,987388,210931
10460,1015891,243724
11418,1028146,191300
11418,957473,173164
11418,1043800,184587
11418,1009245,248439
11418,1009846,241590
10301,1028146,191300
10301,957473,173164
10301,1043800,184587
10301,1009245,248439
10301,1009846,241590
11434,1028146,191300
11434,957473,173164
11434,1043800,184587
11434,1009245,248439
11434,1009846,241590
10453,1028146,191300
10453,957473,173164
10453,1043800,184587
10453,1009245,248439
10453,1009846,241590
10456,1028146,191300
10456,957473,173164
10456,1043800,184587
10456,1009245,248439
10456,1009846,241590
10451,1007970,239611
10035,1006046,229357
10035,928925,141776
10312,1006046,229357
10312,928925,141776
10029,999288,225706
10029,1009249,249449
10029,1011192,242403
10453,999288,225706
10453,1009249,249449
10453,1011192,242403
10456,999288,225706
10456,1009249,249449
10456,1011192,242403
11226,994751,174130
11377,1011428,215293
10029,998423,228752
10029,1042960,185757
10029,991190,203478
11434,998423,228752
11434,1042960,185757
11434,991190,203478
10009,998423,228752
10009,1042960,185757
10009,991190,203478
10457,1012027,250217
10029,998968,227081
10029,1035020,190806
10029,1008966,238885
11419,998968,227081
11419,1035020,190806
11419,1008966,238885
10451,998968,227081
10451,1035020,190806
10451,1008966,238885
11412,1051200,194310
11412,1011802,252876
10468,1051200,194310
10468,1011802,252876
10029,1001444,229335
10029,1012225,238060
10029,1011517,251856
10459,1001444,229335
10459,1012225,238060
10459,1011517,251856
10453,1001444,229335
10453,1012225,238060
10453,1011517,251856
10029,998160,227234
10029,1038433,202187
10029,1010142,250732
11366,998160,227234
11366,1038433,202187
11366,1010142,250732
10453,998160,227234
10453,1038433,202187
10453,1010142,250732
10029,1000549,226433
10029,1012231,238012
10029,1006130,232639
10029,1000469,235604
10459,1000549,226433
10459,1012231,238012
10459,1006130,232639
10459,1000469,235604
10454,1000549,226433
10454,1012231,238012
10454,1006130,232639
10454,1000469,235604
10037,1000549,226433
10037,1012231,238012
10037,1006130,232639
10037,1000469,235604
10029,997736,227514
11434,1041988,186972
10460,1015458,244026
11422,1057085,180563
11422,1012161,239470
10459,1057085,180563
10459,1012161,239470
10029,998288,227463
10029,1012335,181812
10029,1012627,241581
11207,998288,227463
11207,1012335,181812
11207,1012627,241581
10459,998288,227463
10459,1012335,181812
10459,1012627,241581
10029,1000967,226573
10029,988235,150827
11224,1000967,226573
11224,988235,150827
10029,1000487,229321
10029,1023070,211237
10029,946793,170928
11368,1000487,229321
11368,1023070,211237
11368,946793,170928
10302,1000487,229321
10302,1023070,211237
10302,946793,170928
11206,1000179,192908
11206,1011951,240738
10459,1000179,192908
10459,1011951,240738
10029,999957,228371
10029,1016944,246930
10460,999957,228371
10460,1016944,246930
10029,1001226,228589
10029,1009489,252065
10453,1001226,228589
10453,1009489,252065
10460,1016402,247804
10468,1010926,252213
10468,1011825,240345
10459,1010926,252213
10459,1011825,240345
11231,979978,185962
10029,1000834,228492
10029,993064,156089
11223,1000834,228492
11223,993064,156089
10029,1001028,228388
10029,1000568,194413
10029,1015629,243757
11206,1001028,228388
11206,1000568,194413
11206,1015629,243757
10460,1001028,228388
10460,1000568,194413
10460,1015629,243757
10029,1000529,229409
10029,1007439,216521
11103,1000529,229409
11103,1007439,216521
10457,1011729,250204
10457,1005168,180667
11212,1011729,250204
11212,1005168,180667
11432,1039479,198650
11432,1005276,180550
11212,1039479,198650
11212,1005276,180550
10029,1000163,229799
10029,1000940,228429
11432,1039251,198266
11203,1001634,180611
10029,1000244,228884
10029,1008531,188844
11207,1000244,228884
11207,1008531,188844
10029,999616,229853
10029,999367,214539
10029,1010872,250396
11101,999616,229853
11101,999367,214539
11101,1010872,250396
10453,999616,229853
10453,999367,214539
10453,1010872,250396
10453,1007518,249297
10459,1014600,240036
10459,1012147,250584
10457,1014600,240036
10457,1012147,250584
10029,1000179,228552
10029,1022676,215974
11369,1000179,228552
11369,1022676,215974
10025,992292,227442
10025,991426,228569
10025,999412,222905
10025,1010328,248881
10128,991426,228569
10128,999412,222905
10128,1010328,248881
10457,991426,228569
10457,999412,222905
10457,1010328,248881
10025,992451,229502
10025,1009099,250118
10453,992451,229502
10453,1009099,250118
11203,1001632,177329
11203,1008907,247256
11203,1008365,214548
10453,1001632,177329
10453,1008907,247256
10453,1008365,214548
11103,1001632,177329
11103,1008907,247256
11103,1008365,214548
10025,993041,229638
10025,998788,223251
10025,946773,169419
10025,1019170,239510
10128,993041,229638
10128,998788,223251
10128,946773,169419
10128,1019170,239510
10302,993041,229638
10302,998788,223251
10302,946773,169419
10302,1019170,239510
10473,993041,229638
10473,998788,223251
10473,946773,169419
10473,1019170,239510
10025,991404,228536
10025,1011773,251330
10025,944604,171515
10457,991404,228536
10457,1011773,251330
10457,944604,171515
10302,991404,228536
10302,1011773,251330
10302,944604,171515
10001,985716,210840
10001,1011467,248976
10457,985716,210840
10457,1011467,248976
10025,994926,229324
11207,1015896,180625
11207,1005357,247718
10453,1015896,180625
10453,1005357,247718
10024,992219,226292
10024,961727,167433
10304,992219,226292
10304,961727,167433
11207,1016269,181557
11207,962545,170998
11207,1011674,252336
10301,1016269,181557
10301,962545,170998
10301,1011674,252336
10468,1016269,181557
10468,962545,170998
10468,1011674,252336
10025,993512,226772
10025,999650,187630
10025,1012468,249879
11216,993512,226772
11216,999650,187630
11216,1012468,249879
10457,993512,226772
10457,999650,187630
10457,1012468,249879
10025,994170,227958
10025,1027443,224665
10025,946131,169776
11356,994170,227958
11356,1027443,224665
11356,946131,169776
10302,994170,227958
10302,1027443,224665
10302,946131,169776
10301,961016,171569
10025,992833,230185
10025,1018761,240410
10025,1000687,175895
10025,1006386,250022
10472,992833,230185
10472,1018761,240410
10472,1000687,175895
10472,1006386,250022
11203,992833,230185
11203,1018761,240410
11203,1000687,175895
11203,1006386,250022
10453,992833,230185
10453,1018761,240410
10453,1000687,175895
10453,1006386,250022
10025,994776,230008
10025,1020283,213202
10025,1011039,253150
10025,1018598,243146
11368,994776,230008
11368,1020283,213202
11368,1011039,253150
11368,1018598,243146
10468,994776,230008
10468,1020283,213202
10468,1011039,253150
10468,1018598,243146
10472,994776,230008
10472,1020283,213202
10472,1011039,253150
10472,1018598,243146
10025,994526,229546
10025,1009990,190356
10025,1011028,251771
11207,994526,229546
11207,1009990,190356
11207,1011028,251771
10453,994526,229546
10453,1009990,190356
10453,1011028,251771
10471,1009799,262887
10471,986881,181249
10471,961308,164450
10471,1033450,243830
11215,1009799,262887
11215,986881,181249
11215,961308,164450
11215,1033450,243830
10304,1009799,262887
10304,986881,181249
10304,961308,164450
10304,1033450,243830
10465,1009799,262887
10465,986881,181249
10465,961308,164450
10465,1033450,243830
10025,991878,227672
10025,966947,156390
10025,1020253,240671
10305,991878,227672
10305,966947,156390
10305,1020253,240671
10472,991878,227672
10472,966947,156390
10472,1020253,240671
10025,993983,229483
10025,984392,204623
10025,992619,155536
10012,993983,229483
10012,984392,204623
10012,992619,155536
11223,993983,229483
11223,984392,204623
11223,992619,155536
11418,1031196,194197
11418,1005702,247204
11418,998463,158313
10452,1031196,194197
10452,1005702,247204
10452,998463,158313
11229,1031196,194197
11229,1005702,247204
11229,998463,158313
11234,1002072,165748
10025,992726,227204
10025,1001733,234727
10025,986503,173907
10037,992726,227204
10037,1001733,234727
10037,986503,173907
11219,992726,227204
11219,1001733,234727
11219,986503,173907
10025,994047,229587
10025,942970,167152
10025,1019014,242609
10025,987850,172412
10303,994047,229587
10303,942970,167152
10303,1019014,242609
10303,987850,172412
10472,994047,229587
10472,942970,167152
10472,1019014,242609
10472,987850,172412
11218,994047,229587
11218,942970,167152
11218,1019014,242609
11218,987850,172412
10304,963437,167178
10075,998116,220568
10075,1011731,253304
10468,998116,220568
10468,1011731,253304
10463,1007514,261667
10463,1010931,252225
10463,1020207,242109
10468,1007514,261667
10468,1010931,252225
10468,1020207,242109
10472,1007514,261667
10472,1010931,252225
10472,1020207,242109
10025,992749,227790
10025,1006897,234868
10025,933283,161651
10025,1018353,240430
10454,992749,227790
10454,1006897,234868
10454,933283,161651
10454,1018353,240430
10314,992749,227790
10314,1006897,234868
10314,933283,161651
10314,1018353,240430
10472,992749,227790
10472,1006897,234868
10472,933283,161651
10472,1018353,240430
11420,1036268,185378
11420,932143,163167
11420,1010602,248028
10314,1036268,185378
10314,932143,163167
10314,1010602,248028
10457,1036268,185378
10457,932143,163167
10457,1010602,248028
10452,1006031,247627
10025,994159,229791
10025,1002446,247556
10025,931841,162138
10033,994159,229791
10033,1002446,247556
10033,931841,162138
10314,994159,229791
10314,1002446,247556
10314,931841,162138
83,993264,226317
83,1023403,192432
83,983993,185167
11421,993264,226317
11421,1023403,192432
11421,983993,185167
11231,993264,226317
11231,1023403,192432
11231,983993,185167
10025,991798,228318
10025,1010107,215914
10025,991470,184795
11377,991798,228318
11377,1010107,215914
11377,991470,184795
11217,991798,228318
11217,1010107,215914
11217,991470,184795
10025,992867,230469
10025,999520,211112
10025,1006455,179159
10025,965178,158862
10025,1007121,247915
10025,991256,184898
11101,992867,230469
11101,999520,211112
11101,1006455,179159
11101,965178,158862
11101,1007121,247915
11101,991256,184898
11212,992867,230469
11212,999520,211112
11212,1006455,179159
11212,965178,158862
11212,1007121,247915
11212,991256,184898
10305,992867,230469
10305,999520,211112
10305,1006455,179159
10305,965178,158862
10305,1007121,247915
10305,991256,184898
10453,992867,230469
10453,999520,211112
10453,1006455,179159
10453,965178,158862
10453,1007121,247915
10453,991256,184898
11215,992867,230469
11215,999520,211112
11215,1006455,179159
11215,965178,158862
11215,1007121,247915
11215,991256,184898
10037,1001446,234215
10037,1011653,248621
10037,1021464,244594
10037,996019,187253
10457,1001446,234215
10457,1011653,248621
10457,1021464,244594
10457,996019,187253
10460,1001446,234215
10460,1011653,248621
10460,1021464,244594
10460,996019,187253
11238,1001446,234215
11238,1011653,248621
11238,1021464,244594
11238,996019,187253
10037,1001535,234370
10037,939437,155405
10037,1009350,192050
10314,1001535,234370
10314,939437,155405
10314,1009350,192050
11237,1001535,234370
11237,939437,155405
11237,1009350,192050
10035,1001495,230562
10035,1049224,206246
10035,1009791,250219
11427,1001495,230562
11427,1049224,206246
11427,1009791,250219
10453,1001495,230562
10453,1049224,206246
10453,1009791,250219
11203,1003281,180183
10035,1001647,233210
10035,992363,229546
10035,990347,205028
10035,1007548,249059
10025,1001647,233210
10025,992363,229546
10025,990347,205028
10025,1007548,249059
10009,1001647,233210
10009,992363,229546
10009,990347,205028
10009,1007548,249059
10453,1001647,233210
10453,992363,229546
10453,990347,205028
10453,1007548,249059
10308,941907,144773
10308,1009924,250343
10308,1019487,240535
10308,1040021,195782
10453,941907,144773
10453,1009924,250343
10453,1019487,240535
10453,1040021,195782
10472,941907,144773
10472,1009924,250343
10472,1019487,240535
10472,1040021,195782
11433,941907,144773
11433,1009924,250343
11433,1019487,240535
11433,1040021,195782
10035,999783,231214
10035,1006452,216402
11103,999783,231214
11103,1006452,216402
10029,999260,230878
10029,1006288,216642
10029,1005144,253675
11106,999260,230878
11106,1006288,216642
11106,1005144,253675
10034,999260,230878
10034,1006288,216642
10034,1005144,253675
10035,1002975,230812
10035,1012806,186437
10035,1020015,238649
11207,1002975,230812
11207,1012806,186437
11207,1020015,238649
10473,1002975,230812
10473,1012806,186437
10473,1020015,238649
10029,1001479,229653
10029,1009297,258509
10029,1008470,248069
10463,1001479,229653
10463,1009297,258509
10463,1008470,248069
10453,1001479,229653
10453,1009297,258509
10453,1008470,248069
10035,1001385,232768
10035,1006571,216605
10035,1008604,248323
10035,1008279,247720
11106,1001385,232768
11106,1006571,216605
11106,1008604,248323
11106,1008279,247720
10453,1001385,232768
10453,1006571,216605
10453,1008604,248323
10453,1008279,247720
10453,1001385,232768
10453,1006571,216605
10453,1008604,248323
10453,1008279,247720
10037,1001833,235958
10037,985226,201245
10013,1001833,235958
10013,985226,201245
11103,1007477,219547
11103,1017875,207535
11373,1007477,219547
11373,1017875,207535
11103,1007961,219840
10035,1000103,230738
11208,1020113,182485
11208,996967,209876
11101,1020113,182485
11101,996967,209876
10035,1002413,232800
10035,996836,223110
10035,987602,215185
10035,1000529,248044
10028,1002413,232800
10028,996836,223110
10028,987602,215185
10028,1000529,248044
10036,1002413,232800
10036,996836,223110
10036,987602,215185
10036,1000529,248044
10033,1002413,232800
10033,996836,223110
10033,987602,215185
10033,1000529,248044
10018,987766,213576
10018,1003825,253475
10040,987766,213576
10040,1003825,253475
10035,1000700,230764
10035,1020860,182506
10035,998805,240527
10035,1009591,247410
10035,1006208,235166
11208,1000700,230764
11208,1020860,182506
11208,998805,240527
11208,1009591,247410
11208,1006208,235166
10031,1000700,230764
10031,1020860,182506
10031,998805,240527
10031,1009591,247410
10031,1006208,235166
10457,1000700,230764
10457,1020860,182506
10457,998805,240527
10457,1009591,247410
10457,1006208,235166
10454,1000700,230764
10454,1020860,182506
10454,998805,240527
10454,1009591,247410
10454,1006208,235166
10035,1004402,226758
10035,999012,240409
10035,914102,122790
10035,1010708,259446
10031,1004402,226758
10031,999012,240409
10031,914102,122790
10031,1010708,259446
10307,1004402,226758
10307,999012,240409
10307,914102,122790
10307,1010708,259446
10463,1004402,226758
10463,999012,240409
10463,914102,122790
10463,1010708,259446
10029,1000812,229909
10029,918958,130076
10029,1005833,248641
10029,1011005,173109
10309,1000812,229909
10309,918958,130076
10309,1005833,248641
10309,1011005,173109
10453,1000812,229909
10453,918958,130076
10453,1005833,248641
10453,1011005,173109
11236,1000812,229909
11236,918958,130076
11236,1005833,248641
11236,1011005,173109
10035,999619,230925
10453,1011483,251275
10453,1022397,238840
10473,1011483,251275
10473,1022397,238840
10035,1000817,233079
10035,1009192,182352
10035,918035,126689
11212,1000817,233079
11212,1009192,182352
11212,918035,126689
10307,1000817,233079
10307,1009192,182352
10307,918035,126689
10035,1003621,230470
10453,1010826,251348
10453,1024391,238670
10473,1010826,251348
10473,1024391,238670
10035,1000864,232113
10035,983029,172616
10035,1011071,250107
10035,1006589,184915
11220,1000864,232113
11220,983029,172616
11220,1011071,250107
11220,1006589,184915
10457,1000864,232113
10457,983029,172616
10457,1011071,250107
10457,1006589,184915
11233,1000864,232113
11233,983029,172616
11233,1011071,250107
11233,1006589,184915
11418,1032149,194599
11418,1031608,189060
11418,1015844,175322
11419,1032149,194599
11419,1031608,189060
11419,1015844,175322
11239,1032149,194599
11239,1031608,189060
11239,1015844,175322
10035,1001221,232210
10035,1029676,193251
10035,995737,187656
10035,983130,197025
10035,1012820,252739
10035,1026284,237885
11418,1001221,232210
11418,1029676,193251
11418,995737,187656
11418,983130,197025
11418,1012820,252739
11418,1026284,237885
11238,1001221,232210
11238,1029676,193251
11238,995737,187656
11238,983130,197025
11238,1012820,252739
11238,1026284,237885
10038,1001221,232210
10038,1029676,193251
10038,995737,187656
10038,983130,197025
10038,1012820,252739
10038,1026284,237885
10458,1001221,232210
10458,1029676,193251
10458,995737,187656
10458,983130,197025
10458,1012820,252739
10458,1026284,237885
10473,1001221,232210
10473,1029676,193251
10473,995737,187656
10473,983130,197025
10473,1012820,252739
10473,1026284,237885
11004,1063435,211128
11004,1008427,248580
10453,1063435,211128
10453,1008427,248580
10035,1001089,232510
10035,1045887,211560
10035,985755,202046
10035,1011759,251299
11365,1001089,232510
11365,1045887,211560
11365,985755,202046
11365,1011759,251299
10012,1001089,232510
10012,1045887,211560
10012,985755,202046
10012,1011759,251299
10457,1001089,232510
10457,1045887,211560
10457,985755,202046
10457,1011759,251299
10035,1001680,233192
10035,1033962,193930
10035,985024,199072
10035,1011211,251993
11418,1001680,233192
11418,1033962,193930
11418,985024,199072
11418,1011211,251993
10038,1001680,233192
10038,1033962,193930
10038,985024,199072
10038,1011211,251993
10453,1001680,233192
10453,1033962,193930
10453,985024,199072
10453,1011211,251993
10035,1000484,231426
10035,1031601,215729
11354,1000484,231426
11354,1031601,215729
11428,1056251,202086
11237,1004492,196276
11237,1006084,247680
10452,1004492,196276
10452,1006084,247680
10035,1000229,230967
10035,989575,209629
10035,1036436,190605
10035,1010903,248102
10016,1000229,230967
10016,989575,209629
10016,1036436,190605
10016,1010903,248102
11419,1000229,230967
11419,989575,209629
11419,1036436,190605
11419,1010903,248102
10457,1000229,230967
10457,989575,209629
10457,1036436,190605
10457,1010903,248102
11418,1033540,193530
11230,991558,163001
11230,1023149,242664
10472,991558,163001
10472,1023149,242664
10453,1010652,250891
11416,1029059,191109
11416,1010471,248046
10457,1029059,191109
10457,1010471,248046
10472,1018982,239863
11416,1024742,189488
10035,1001375,230930
10035,1026795,235025
10473,1001375,230930
10473,1026795,235025
10302,946627,170580
10302,1059749,204674
10302,1009578,251739
11426,946627,170580
11426,1059749,204674
11426,1009578,251739
10453,946627,170580
10453,1059749,204674
10453,1009578,251739
10035,1002836,231271
10035,986713,206406
10003,1002836,231271
10003,986713,206406
10035,1000748,234008
10035,983079,205646
10014,1000748,234008
10014,983079,205646
10011,984984,206774
10011,1012663,253394
10011,1010708,257379
10458,984984,206774
10458,1012663,253394
10458,1010708,257379
10463,984984,206774
10463,1012663,253394
10463,1010708,257379
11416,1022855,188777
10035,1001439,232092
11429,1055528,199679
11429,1007830,164733
11234,1055528,199679
11234,1007830,164733
10035,1001515,233286
10035,939179,152774
10035,1007380,165022
10314,1001515,233286
10314,939179,152774
10314,1007380,165022
11234,1001515,233286
11234,939179,152774
11234,1007380,165022
11204,988476,166025
10037,1001397,234549
10037,963336,169952
10037,1009800,249282
10037,1018730,242751
10301,1001397,234549
10301,963336,169952
10301,1009800,249282
10301,1018730,242751
10453,1001397,234549
10453,963336,169952
10453,1009800,249282
10453,1018730,242751
10472,1001397,234549
10472,963336,169952
10472,1009800,249282
10472,1018730,242751
10035,1002203,230920
10035,1030635,189993
10035,1011231,251984
11419,1002203,230920
11419,1030635,189993
11419,1011231,251984
10453,1002203,230920
10453,1030635,189993
10453,1011231,251984
10037,1001823,234903
10037,999072,194705
10037,1009752,251986
10037,1020385,242629
10037,1008770,177374
11206,1001823,234903
11206,999072,194705
11206,1009752,251986
11206,1020385,242629
11206,1008770,177374
10453,1001823,234903
10453,999072,194705
10453,1009752,251986
10453,1020385,242629
10453,1008770,177374
10472,1001823,234903
10472,999072,194705
10472,1009752,251986
10472,1020385,242629
10472,1008770,177374
11236,1001823,234903
11236,999072,194705
11236,1009752,251986
11236,1020385,242629
11236,1008770,177374
10002,989368,201692
10002,1010371,247763
10002,1000322,170636
10457,989368,201692
10457,1010371,247763
10457,1000322,170636
11210,989368,201692
11210,1010371,247763
11210,1000322,170636
10018,987575,214561
10018,1025119,243206
10462,987575,214561
10462,1025119,243206
11378,1009871,203034
11378,987062,201787
11378,1009351,248841
10002,1009871,203034
10002,987062,201787
10002,1009351,248841
10453,1009871,203034
10453,987062,201787
10453,1009351,248841
10037,1002057,234285
10037,995170,178525
10037,989359,201669
11226,1002057,234285
11226,995170,178525
11226,989359,201669
10002,1002057,234285
10002,995170,178525
10002,989359,201669
11224,984178,150027
10035,1002554,231598
10035,1006537,180198
10035,990811,200019
10035,1014749,181337
11212,1002554,231598
11212,1006537,180198
11212,990811,200019
11212,1014749,181337
10002,1002554,231598
10002,1006537,180198
10002,990811,200019
10002,1014749,181337
11207,1002554,231598
11207,1006537,180198
11207,990811,200019
11207,1014749,181337
10462,1021121,250311
10462,1011843,249568
10457,1021121,250311
10457,1011843,249568
11231,983263,185136
11231,999489,193898
11206,983263,185136
11206,999489,193898
10453,1007377,248897
10009,990622,202451
10009,1012016,252628
10468,990622,202451
10468,1012016,252628
10027,997846,237444
10027,997160,221866
10027,1055361,172466
10028,997846,237444
10028,997160,221866
10028,1055361,172466
11422,997846,237444
11422,997160,221866
11422,1055361,172466
10027,994243,233657
10027,1021144,243029
10027,982936,210316
10472,994243,233657
10472,1021144,243029
10472,982936,210316
10011,994243,233657
10011,1021144,243029
10011,982936,210316
10031,998221,238974
10031,1009210,244157
10031,985179,211729
10456,998221,238974
10456,1009210,244157
10456,985179,211729
10001,998221,238974
10001,1009210,244157
10001,985179,211729
10025,994839,232869
10025,1009756,250169
10025,1022892,243974
10453,994839,232869
10453,1009756,250169
10453,1022892,243974
10462,994839,232869
10462,1009756,250169
10462,1022892,243974
10027,997239,234420
10027,1017254,239181
10027,1056228,180151
10472,997239,234420
10472,1017254,239181
10472,1056228,180151
11422,997239,234420
11422,1017254,239181
11422,1056228,180151
10027,997151,237058
10027,988056,191348
10027,1018432,239954
10027,1019068,210124
11201,997151,237058
11201,988056,191348
11201,1018432,239954
11201,1019068,210124
10472,997151,237058
10472,988056,191348
10472,1018432,239954
10472,1019068,210124
11373,997151,237058
11373,988056,191348
11373,1018432,239954
11373,1019068,210124
10003,988155,205607
10003,989744,172917
10003,1022072,244035
10003,981525,197263
11218,988155,205607
11218,989744,172917
11218,1022072,244035
11218,981525,197263
10462,988155,205607
10462,989744,172917
10462,1022072,244035
10462,981525,197263
10005,988155,205607
10005,989744,172917
10005,1022072,244035
10005,981525,197263
10027,996227,235376
10027,1010438,252192
10453,996227,235376
10453,1010438,252192
10027,997479,235527
10027,1021471,252477
10027,1009157,248057
10467,997479,235527
10467,1021471,252477
10467,1009157,248057
10453,997479,235527
10453,1021471,252477
10453,1009157,248057
10027,997834,235324
10027,1010543,248619
10027,1017408,242878
10457,997834,235324
10457,1010543,248619
10457,1017408,242878
10472,997834,235324
10472,1010543,248619
10472,1017408,242878
10011,984222,209993
10010,986461,208929
10010,1010758,249092
10457,986461,208929
10457,1010758,249092
10027,996682,235114
10027,983261,178471
10027,1051532,158766
11232,996682,235114
11232,983261,178471
11232,1051532,158766
11691,996682,235114
11691,983261,178471
11691,1051532,158766
10027,997601,235457
10027,1008257,191192
10027,1013131,252689
10027,993390,213470
11221,997601,235457
11221,1008257,191192
11221,1013131,252689
11221,993390,213470
10458,997601,235457
10458,1008257,191192
10458,1013131,252689
10458,993390,213470
10017,997601,235457
10017,1008257,191192
10017,1013131,252689
10017,993390,213470
11375,1030158,199994
11375,985947,214002
10018,1030158,199994
10018,985947,214002
10018,986364,214650
10018,992148,228427
10025,986364,214650
10025,992148,228427
11208,1018676,182198
11208,1009936,250330
10453,1018676,182198
10453,1009936,250330
10452,1006128,243718
10452,1021831,245524
10460,1006128,243718
10460,1021831,245524
10026,997529,232162
10026,1008496,248123
10026,1026413,242034
10453,997529,232162
10453,1008496,248123
10453,1026413,242034
10462,997529,232162
10462,1008496,248123
10462,1026413,242034
10026,997584,230406
10026,1001698,179824
10026,989015,224216
10026,1010420,251816
11203,997584,230406
11203,1001698,179824
11203,989015,224216
11203,1010420,251816
10023,997584,230406
10023,1001698,179824
10023,989015,224216
10023,1010420,251816
10453,997584,230406
10453,1001698,179824
10453,989015,224216
10453,1010420,251816
10462,1022510,243067
10302,947375,171276
10302,1010930,252223
10468,947375,171276
10468,1010930,252223
10026,996482,231504
10026,1023697,234489
10473,996482,231504
10473,1023697,234489
10026,997670,230545
10026,937568,171753
10026,985337,212530
10303,997670,230545
10303,937568,171753
10303,985337,212530
10001,997670,230545
10001,937568,171753
10001,985337,212530
10027,999163,232156
10027,1001474,232392
10035,999163,232156
10035,1001474,232392
10026,998252,231602
10026,1010455,250072
10453,998252,231602
10453,1010455,250072
10026,996567,232276
10026,997393,231062
10026,1027119,242973
10026,996567,232276
10026,997393,231062
10026,1027119,242973
10462,996567,232276
10462,997393,231062
10462,1027119,242973
10027,998360,234124
10027,997410,230827
10026,998360,234124
10026,997410,230827
10027,997407,233806
10027,1002115,249244
10027,984964,208010
10033,997407,233806
10033,1002115,249244
10033,984964,208010
10011,997407,233806
10011,1002115,249244
10011,984964,208010
10026,997784,232620
10026,997939,231611
10026,997784,232620
10026,997939,231611
10026,997098,231375
10026,997337,232379
10026,1010240,242679
10456,997337,232379
10456,1010240,242679
10451,1005347,236477
10451,1010564,248620
10451,1012038,251916
10457,1005347,236477
10457,1010564,248620
10457,1012038,251916
10458,1005347,236477
10458,1010564,248620
10458,1012038,251916
10026,995824,230943
10026,996904,182748
10026,1010369,251938
10026,1021594,256780
11225,995824,230943
11225,996904,182748
11225,1010369,251938
11225,1021594,256780
10453,995824,230943
10453,996904,182748
10453,1010369,251938
10453,1021594,256780
10467,995824,230943
10467,996904,182748
10467,1010369,251938
10467,1021594,256780
11412,1051317,192150
10026,995962,231190
10026,1001706,246427
10026,1007665,250572
10026,1022097,243890
10032,995962,231190
10032,1001706,246427
10032,1007665,250572
10032,1022097,243890
10453,995962,231190
10453,1001706,246427
10453,1007665,250572
10453,1022097,243890
10462,995962,231190
10462,1001706,246427
10462,1007665,250572
10462,1022097,243890
10026,996954,231534
10026,989609,210743
10026,1017611,241593
10026,1014266,181112
10016,996954,231534
10016,989609,210743
10016,1017611,241593
10016,1014266,181112
10472,996954,231534
10472,989609,210743
10472,1017611,241593
10472,1014266,181112
11207,996954,231534
11207,989609,210743
11207,1017611,241593
11207,1014266,181112
10026,998503,231298
10026,1013744,238156
10459,998503,231298
10459,1013744,238156
10027,999517,233153
10027,1019402,238889
10473,999517,233153
10473,1019402,238889
10031,999300,240934
10031,1040181,184929
10031,983833,200926
11436,999300,240934
11436,1040181,184929
11436,983833,200926
10013,999300,240934
10013,1040181,184929
10013,983833,200926
10031,1000085,240706
10031,1003618,181292
11213,1000085,240706
11213,1003618,181292
10031,998751,239936
10031,1007775,249320
10453,998751,239936
10453,1007775,249320
10031,998224,240845
10031,998350,241071
10031,998224,240845
10031,998350,241071
10027,997207,237152
10027,1001652,248843
10027,1010307,182135
10033,997207,237152
10033,1001652,248843
10033,1010307,182135
11212,997207,237152
11212,1001652,248843
11212,1010307,182135
10031,997606,237873
10031,1020093,238185
10031,985866,210142
10473,997606,237873
10473,1020093,238185
10473,985866,210142
10011,997606,237873
